!# Results of ROTMAS saved at 13-Oct-2007 (11:46:33)
!# User velocity         : Vu=SQRT(4*{PI}*4.321*RHO*RC*RC*(1-(RC/R)*ATAN(R/RC)))
!# Total velocity        : Vt=SQRT(MG*VG*ABS(VG)+MD*VD*ABS(VD)+VU**2)
!# Chi-square            : 158.738
!# Red. Chi-square (N=288,n=3) : 0.556977
!# Parameter name  :           RC         RHO          MD          MG
!# Parameter value :     3.761450    28.590401     1.579930     1.000000 
!# Parameter error :     0.153597     1.909486     0.037342     0.000000 
!#
!# Radius |  vgas   |  vdisk  |  vbulge |  vobs   | err vobs|   Vu    |   Vt    |   Rxv   |   Vxy   |
!# kpc       km/s      km/s       km/s     km/s     km/s       km/s      km/s       kpc       km/s   
!#===================================================================================================
    17.44     34.89   45.7033         0     134.2     4.969   124.618   137.243         0         0   
    17.51     34.82   45.5989         0     134.6     4.842   124.706    137.27         0         0   
    17.57     34.74   45.5341         0     135.9     3.963    124.78   137.296         0         0   
    17.63     34.62   45.4812         0     137.3     4.521   124.854   137.316         0         0   
    17.69     34.59   45.4429         0     137.5     5.241   124.928   137.363         0         0   
    17.76     34.54   45.2826         0     138.6     5.564   125.013   137.375         0         0   
    17.82     34.53   45.1627         0     137.1     5.836   125.086   137.399         0         0   
    17.88     34.48   45.0924         0     136.9     5.429   125.158   137.429         0         0   
    17.94     34.49   45.0346         0     137.2      5.07    125.23   137.478         0         0   
    18.01     34.48   44.9744         0     138.5     4.721   125.313   137.531         0         0   
